,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
5045,Hyundai i20 Active,2016,580000,152000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5
5046,Hyundai i20 1.2,2011,220000,220000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5
5047,Mahindra Bolero 2011-2019,2013,451000,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
5048,Tata Nexon 1.2,2018,850000,50000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5
5049,Maruti Swift Dzire,2011,300000,125000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5
5050,Ford Figo 1.2P,2016,350000,60000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5
5051,Maruti Eeco CNG,2014,300000,90000,CNG,Individual,Manual,First Owner,21.94,1196.0,63.0,5
5052,Maruti Eeco CNG,2017,390000,30000,CNG,Individual,Manual,First Owner,21.94,1196.0,63.0,5
5053,Toyota Innova 2.5,2016,1200000,90000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8
5054,Volkswagen Ameo 1.2,2017,550000,20000,Petrol,Individual,Manual,First Owner,17.0,1198.0,73.75,5
5055,Maruti Swift VDI,2012,300000,110000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5
5056,Volkswagen Vento Diesel,2012,300000,150000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5
5057,Hyundai i20 1.4,2012,350000,110000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5
5058,Hyundai Creta 1.6,2015,880000,120000,Diesel,Individual,Manual,Second Owner,19.67,1582.0,126.2,5
5059,Hyundai Accent Executive,2010,160000,120000,CNG,Individual,Manual,Second Owner,13.2,1495.0,93.7,5
5060,Tata Sumo GX,2012,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956.0,83.8,7
5061,Hyundai i20 Active,2016,660000,110000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5
5062,Tata Zest Revotron,2015,450000,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5
5063,Volkswagen Polo GT,2012,400000,110000,Diesel,Individual,Manual,Second Owner,19.7,1598.0,103.6,5
5064,Mahindra Scorpio S7,2019,1300000,20000,Diesel,Individual,Manual,First Owner,16.36,2179.0,120.0,7
5065,Ford Figo Diesel,2013,229999,230000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5
5066,Chevrolet Beat LT,2010,140000,60000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5
5067,Maruti Zen Estilo,2012,195000,35000,Petrol,Individual,Manual,Second Owner,19.0,998.0,67.1,5
5068,Hyundai i20 Active,2015,500000,45000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5
5069,Tata Nano Cx,2012,60000,45000,Petrol,Individual,Manual,First Owner,25.4,624.0,38.0,4
5070,Tata Zest Revotron,2016,400000,25000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5
5071,Hyundai i20 Magna,2014,400000,10000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
5072,Maruti Wagon R,2018,380000,19000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
5073,Maruti Baleno Delta,2019,579000,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5
5074,Mahindra KUV 100,2019,400000,25000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6
5075,Hyundai i10 Magna,2012,270000,30000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5
5076,Mahindra Bolero 2011-2019,2014,500000,90000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
5077,Tata Tiago 1.2,2017,475000,20000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
5078,Nissan Terrano XL,2018,850000,48000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.14,5
5079,Mahindra Scorpio 2006-2009,2009,475000,120000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,7
5080,Maruti Swift Dzire,2012,370000,210000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5
5081,Hyundai i10 Magna,2010,187000,200400,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5
5082,Hyundai i10 Magna,2008,195000,110000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5
5083,Tata Safari DICOR,2014,459999,38000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7
5084,Toyota Corolla AE,2004,135000,90000,Petrol,Individual,Manual,Second Owner,13.4,1794.0,125.0,5
5085,Maruti Ertiga SHVS,2017,850000,43000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7
5086,Hyundai Santro Asta,2018,500000,25000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5
5087,Maruti Wagon R,2016,385000,26000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5
5088,Hyundai Verna CRDi,2006,135000,120000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5
5089,Maruti Alto LXi,2008,120000,70000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5
5090,Honda Accord VTi-L,2006,200000,60000,Petrol,Individual,Manual,Third Owner,11.9,2354.0,144.0,5
5091,Tata New Safari,2007,200000,120000,Diesel,Individual,Manual,Second Owner,13.93,2956.0,138.1,7
5092,Maruti Ciaz ZXi,2016,700000,20000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5
5093,Tata Indigo CR4,2013,290000,25000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5
5094,Maruti Swift Dzire,2017,725000,60000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
5095,Tata Sumo EX,2008,200000,80000,Diesel,Individual,Manual,First Owner,12.2,1948.0,68.0,10
5096,Maruti Omni E,2014,155000,80000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8
5097,Honda Amaze S,2019,690000,1303,Petrol,Dealer,Manual,First Owner,17.8,1198.0,86.7,5
5098,Audi Q5 35TDI,2018,3975000,31800,Diesel,Dealer,Automatic,First Owner,17.01,1968.0,188.0,5
5099,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5
5100,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5
5101,Jeep Wrangler 2016-2019,2017,4100000,17000,Petrol,Individual,Automatic,First Owner,9.5,3604.0,280.0,5
5102,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5
5103,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5
5104,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7
5105,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5
5106,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5
5107,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5
5108,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5
5109,Mercedes-Benz E-Class Exclusive,2019,5200000,17000,Petrol,Dealer,Automatic,First Owner,15.0,1991.0,194.4,5
5110,Land Rover Discovery,2019,4500000,21000,Diesel,Dealer,Automatic,First Owner,12.83,1999.0,148.31,7
5111,Mercedes-Benz S-Class S,2017,6000000,37000,Diesel,Dealer,Automatic,First Owner,13.5,2987.0,254.79,5
5112,BMW 5 Series,2018,4000000,10000,Diesel,Dealer,Automatic,First Owner,22.48,1995.0,187.74,5
5113,Hyundai Venue SX,2019,1125000,3500,Petrol,Dealer,Automatic,First Owner,18.15,998.0,118.35,5
5114,Audi A4 35,2016,1898999,46000,Diesel,Dealer,Automatic,First Owner,18.25,1968.0,187.74,5
5115,Honda CR-V 2.4L,2017,1650000,52000,Petrol,Dealer,Automatic,First Owner,12.0,2354.0,187.4,5
5116,Maruti Swift VXI,2011,280000,20000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5
5117,Tata Tigor 1.2,2019,450000,25000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5
5118,Maruti Esteem LX,2006,135000,70000,Petrol,Individual,Manual,Second Owner,15.9,1298.0,85.0,5
5119,Mahindra XUV500 W4,2014,650000,40000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7
5120,Maruti Baleno Delta,2020,650000,7300,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5
5121,Maruti Ciaz 1.3,2018,750000,25000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5
5122,Maruti Alto LXi,2010,150000,100000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5
5123,Mahindra KUV 100,2017,500000,35000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6
5124,Hyundai Verna 1.6,2013,425000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5
5125,Hyundai i10 Magna,2010,260000,60000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5
5126,Volkswagen Polo 1.5,2014,400000,110000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5
5127,Hyundai i20 2015-2017,2017,575000,70000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5
5128,Hyundai Santro Xing,2008,175000,40000,Petrol,Individual,Manual,First Owner,0.0,1086.0,62.0,5
5129,Maruti SX4 Green,2010,250000,90000,CNG,Individual,Manual,Second Owner,21.4,1586.0,103.3,5
5130,Volkswagen Polo GT,2012,400000,95000,Diesel,Individual,Manual,First Owner,19.7,1598.0,103.6,5
5131,Mahindra Bolero SLX,2011,350000,200000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7
5132,Maruti Swift VDI,2015,484999,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5
5133,Maruti Swift VDI,2015,484999,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5
5134,Volkswagen CrossPolo 1.5,2013,350000,70000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.5,5
5135,Toyota Fortuner 4x2,2014,1400000,80000,Diesel,Individual,Automatic,Second Owner,12.55,2982.0,168.7,7
5136,Maruti Swift Dzire,2012,250000,100000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5
5137,Maruti Swift Dzire,2017,655000,70000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
5138,Honda Jazz 1.5,2016,500000,30000,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5
5139,Chevrolet Beat LS,2016,300000,15000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5
5140,Ford Figo Aspire,2018,650000,21000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5
5141,Maruti Wagon R,2014,300000,35000,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5
5142,Honda Jazz 1.2,2016,475000,25000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5
5143,Tata Tiago 1.2,2017,450000,30000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
5144,Maruti Swift Dzire,2019,754000,10000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
5145,Hyundai i10 Sportz,2013,300000,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5
5146,Hyundai EON Magna,2014,250000,25000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5
5147,Maruti Swift Dzire,2018,725000,15000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
5148,Maruti Alto LXi,2008,95000,70000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5
5149,Hyundai Santro Sportz,2018,475000,7800,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5
5150,Tata Safari Storme,2014,575000,55000,Diesel,Individual,Manual,First Owner,14.0,2179.0,138.1,7
5151,Tata Tiago 1.2,2016,350000,30000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
5152,Mahindra Bolero 2011-2019,2013,330000,125000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7
5153,Maruti Swift VXI,2016,482000,50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5
5154,Ford EcoSport 1.5,2017,625000,40000,Diesel,Individual,Manual,Fourth & Above Owner,22.77,1498.0,98.59,5
5155,Tata Tiago 1.2,2017,380000,30000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
5156,Chevrolet Beat LT,2016,310000,30000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5
5157,Maruti Swift Dzire,2009,280000,35000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5
5158,Renault Duster Petrol,2018,900000,30000,Petrol,Individual,Automatic,First Owner,14.99,1498.0,104.5,5
5159,Maruti Wagon R,2010,250000,60000,Petrol,Individual,Manual,First Owner,18.9,1061.0,67.0,5
5160,Hyundai Verna 1.6,2017,750000,39000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.3,5
5161,Renault KWID 1.0,2019,420000,15000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5
5162,Honda Amaze S,2019,670000,5000,Petrol,Individual,Manual,First Owner,19.5,1199.0,88.76,5
5163,Hyundai i10 Magna,2016,420000,9750,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5
5164,Toyota Innova Crysta,2016,1800000,110000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7
5165,Honda WR-V i-VTEC,2018,900000,35000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5
5166,Mahindra XUV500 W6,2015,1200000,10000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7
5167,Mahindra Scorpio 2.6,2003,195000,157138,Diesel,Individual,Manual,Third Owner,10.5,2179.0,120.0,7
5168,Hyundai Verna CRDi,2007,185000,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.8,1493.0,110.0,5
5169,Hyundai i10 Magna,2008,185000,110000,Petrol,Individual,Manual,Fourth & Above Owner,19.81,1086.0,68.05,5
5170,Mahindra XUV500 W9,2018,1525000,46000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7
5171,Maruti Swift VXI,2006,215000,102000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5
5172,Maruti Alto 800,2015,210000,50000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5
5173,Toyota Innova Crysta,2016,1700000,110000,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,7
5174,Toyota Innova 2.5,2009,530000,285000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8
5175,Honda City i,2015,800000,50000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5
5176,Maruti Swift VDI,2014,570000,70000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5
5177,Maruti SX4 VDI,2012,350000,120000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5
5178,Hyundai i20 1.4,2011,350000,93000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,90.0,5
5179,Mahindra Bolero Power,2018,750000,50000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7
5180,Maruti Eeco 7,2011,160000,100000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,7
5181,Tata Indigo CS,2010,150000,70000,Diesel,Individual,Manual,Third Owner,15.7,1405.0,70.0,5
5182,Hyundai Grand i10,2019,562000,5000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5
5183,Hyundai i10 Magna,2012,290000,27000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5
5184,Mahindra XUV500 W6,2014,600000,122000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7
5185,Hyundai Xcent 1.1,2015,401000,74000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5
5186,Maruti Swift Dzire,2019,750000,6500,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5
5187,Mahindra Bolero SLX,2007,240000,80000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7
5188,Maruti Alto K10,2012,229999,50000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5
5189,Mahindra Bolero 2011-2019,2013,500000,50000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
5190,Maruti Gypsy King,2010,350000,80000,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,8
5191,Datsun RediGO T,2018,217000,25000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5
5192,Nissan Sunny XL,2018,670000,35000,Diesel,Individual,Manual,First Owner,22.71,1461.0,84.8,5
5193,Maruti Alto K10,2011,225000,30000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5
5194,Maruti Vitara Brezza,2020,737000,10000,Petrol,Individual,Automatic,First Owner,18.76,1462.0,103.26,5
5195,Maruti Celerio LXI,2014,300000,80000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5
5196,Tata Indigo LX,2008,85000,120000,Diesel,Individual,Manual,First Owner,17.0,1405.0,70.0,5
5197,Hyundai Verna Transform,2010,195000,120000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5
5198,Honda WR-V i-DTEC,2017,675000,127991,Diesel,Dealer,Manual,First Owner,25.5,1498.0,98.6,5
5199,Mitsubishi Lancer 2.0,1999,150000,198000,Diesel,Individual,Manual,Second Owner,14.8,1998.0,68.0,5
5200,Tata Indigo eCS,2010,290000,65000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5
5201,Maruti Ciaz 1.3,2018,889000,20000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5
5202,Volkswagen Ameo 1.2,2016,400000,60000,Petrol,Individual,Manual,First Owner,17.0,1198.0,73.75,5
5203,Renault KWID RXT,2018,390000,13120,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
5204,Jeep Compass 2.0,2017,1550000,87500,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5
5205,Hyundai Verna 1.6,2014,600000,125000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5
5206,Hyundai Elite i20,2018,800000,25000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,81.86,5
5207,Maruti Ertiga ZDI,2013,600000,120000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.8,7
5208,Hyundai Verna 1.6,2015,795000,35000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.3,5
5209,Hyundai i20 Asta,2016,735000,25000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5
5210,Skoda Octavia L,2005,250000,120000,Diesel,Individual,Manual,Third Owner,16.4,1896.0,90.0,5
5211,Renault KWID AMT,2018,400000,25000,Petrol,Individual,Automatic,First Owner,24.04,999.0,67.0,5
5212,Mahindra Xylo D2,2014,395000,140000,Diesel,Individual,Manual,First Owner,14.0,2489.0,95.0,8
5213,Hyundai Accent CRDi,2005,130000,79000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5
5214,Renault Lodgy 85PS,2015,600000,125000,Diesel,Individual,Manual,First Owner,21.04,1461.0,83.8,8
5215,Hyundai i20 Active,2016,720000,80000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5
5216,Honda City S,2011,450000,110000,Petrol,Individual,Manual,Third Owner,16.8,1497.0,116.4,5
5217,Hyundai Verna Transform,2010,220000,80000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5
5218,Hyundai Verna 1.6,2014,545000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5
5219,Volkswagen Vento Diesel,2011,370000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5
5220,Mahindra Bolero LX,2010,450000,78000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7
5221,Hyundai i20 Petrol,2018,750000,15000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,81.86,5
5222,Mahindra Scorpio S10,2015,1100000,70000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7
5223,Maruti Baleno Alpha,2019,711000,5000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5
5224,Maruti Alto K10,2016,285000,75000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5
5225,Maruti Baleno Alpha,2020,749000,5500,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5
5226,Renault Duster 110PS,2016,550000,80000,Diesel,Individual,Manual,Second Owner,19.64,1461.0,108.45,5
5227,Maruti Swift Dzire,2010,300000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5
5228,Maruti Baleno Sigma,2017,625000,70000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5
5229,Hyundai i20 Active,2017,650000,80000,Petrol,Individual,Manual,Second Owner,17.19,1197.0,81.86,5
5230,Hyundai Verna 1.6,2014,575000,120000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5
5231,Maruti Swift Dzire,2016,631000,75000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5
5232,Hyundai Verna Transform,2010,220000,80000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5
5233,Tata Tigor 1.2,2017,600000,40000,Petrol,Individual,Manual,Second Owner,20.3,1199.0,84.0,5
5234,Ford Fiesta Diesel,2012,390000,120000,Diesel,Individual,Manual,First Owner,23.5,1498.0,88.7,5
5235,Mahindra Scorpio 2.6,2007,375000,110000,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609.0,116.6,8
5236,Hyundai i20 Asta,2010,340000,110000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5
5237,Tata Tiago 2019-2020,2019,670000,2000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5
5238,Maruti Swift Dzire,2014,530000,80000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5
5239,Maruti Alto K10,2015,350000,38000,Petrol,Individual,Automatic,Second Owner,23.95,998.0,67.05,5
5240,Maruti Celerio ZXI,2014,415000,46000,Petrol,Dealer,Manual,First Owner,21.63,998.0,67.04,5
5241,Maruti Ertiga 1.5,2014,700000,102000,Diesel,Dealer,Manual,First Owner,24.2,1498.0,93.87,7
5242,BMW X1 sDrive20d,2012,925000,96000,Diesel,Dealer,Automatic,Second Owner,19.62,1998.0,190.0,5
5243,Renault KWID 1.0,2017,375000,20000,Petrol,Dealer,Automatic,First Owner,22.0,999.0,67.0,5
5244,Maruti Swift Dzire,2015,575000,16000,Petrol,Dealer,Manual,First Owner,19.1,1197.0,85.8,5
5245,Hyundai i20 1.2,2013,425000,23000,Petrol,Dealer,Manual,First Owner,17.0,1197.0,80.0,5
5246,Ford Figo 1.2P,2011,245000,25000,Petrol,Dealer,Manual,First Owner,18.16,1196.0,86.8,5
5247,Hyundai Verna SX,2015,540000,35000,Petrol,Dealer,Manual,Second Owner,17.7,1497.0,113.42,5
5248,Mercedes-Benz New C-Class,2011,1000000,90000,Diesel,Dealer,Automatic,First Owner,14.94,2143.0,204.0,5
5249,Hyundai i10 Sportz,2013,291000,37000,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5
5250,Maruti Baleno Delta,2017,600000,34000,Petrol,Dealer,Manual,Second Owner,21.4,1197.0,83.1,5
5251,Hyundai Verna SX,2012,355000,60000,Petrol,Dealer,Manual,First Owner,17.7,1497.0,113.42,5
5252,Hyundai i10 Magna,2010,225000,50000,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5
5253,Chevrolet Enjoy 1.4,2013,350000,37000,Petrol,Dealer,Manual,First Owner,13.7,1399.0,98.79,7
5254,Maruti Alto 800,2012,200000,38000,Petrol,Dealer,Manual,Second Owner,24.7,796.0,47.3,5
5255,Hyundai Verna SX,2012,434999,57000,Petrol,Dealer,Manual,First Owner,17.7,1497.0,113.42,5
5256,Hyundai i20 1.2,2014,440000,62200,Petrol,Dealer,Manual,First Owner,17.0,1197.0,80.0,5
5257,Maruti Ritz VDi,2013,390000,77000,Diesel,Dealer,Manual,First Owner,21.1,1248.0,73.9,5
5258,Maruti 800 Std,1997,50000,110000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
5259,Maruti Swift Dzire,2012,450000,30000,Petrol,Individual,Manual,First Owner,17.5,1197.0,85.8,5
5260,Maruti Alto LXi,2009,125000,60000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5
